AÑO,TRIMESTRE,PROVEEDOR,DEPARTAMENTO,MUNICIPIO,CABECERA MUNICIPAL,CENTRO POBLADO,COBERTURA 2G,COBERTURA 3G,"COBERTURA HSPA+, HSPA+DC",COBERTUTA 4G,COBERTURA LTE,COBERTURA 5G
2023,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,S,MARÍA LA BAJA,S,S,S,S,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,SAN PABLO,S,S,S,S,N,N
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,ISLAS DEL ROSARIO,S,S,N,N,N,N
2022,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,HATILLO DE LOBA,S,HATILLO DE LOBA,N,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,CAÑO MONO,N,N,N,N,N,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARJONA,N,SINCERÍN,S,S,S,N,N,N
2022,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MARÍA LA BAJA,S,MARÍA LA BAJA,S,S,S,S,N,N
2021,4,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,SAN MARTÍN DE LOBA,N,PAPAYAL,N,N,N,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,PASACABALLOS,S,S,S,N,S,N
2023,2,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,MONTECRISTO,S,MONTECRISTO,N,S,S,S,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CICUCO,S,CICUCO,S,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN FERNANDO,N,MENCHIQUEJO,S,S,N,N,N,N
2021,3,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,BARRANCO DE LOBA,S,BARRANCO DE LOBA,N,S,S,N,N,N
2022,3,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,MARGARITA,S,MARGARITA,N,S,S,S,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARROYOHONDO,N,MACHADO,S,S,N,N,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,PUEBLO NUEVO,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,LA VENTURA,S,S,S,S,N,N
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SANTA ROSA DEL SUR,S,SANTA ROSA DEL SUR,S,S,S,S,N,N
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAGANGUÉ,N,BOCA DE GUAMAL,S,S,N,N,N,N
2023,2,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,HATILLO DE LOBA,S,HATILLO DE LOBA,N,S,S,S,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN FERNANDO,N,SANTA ROSA,N,S,S,S,N,N
2023,2,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,SIMITÍ,N,EL PIÑAL,N,N,N,S,N,N
2022,3,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,SAN CRISTÓBAL,S,SAN CRISTÓBAL,N,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARENAL,N,CARNIZALA,S,N,N,N,N,N
2023,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAHATES,S,MAHATES,N,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARJONA,N,ROCHA,S,N,N,N,N,N
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ZAMBRANO,S,ZAMBRANO,S,S,S,N,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,HATILLO DE LOBA,N,SAN MIGUEL,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,ARROYO GRANDE,S,S,S,N,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SIMITÍ,S,SIMITÍ,S,S,S,S,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,S,MONTECRISTO,S,S,S,S,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LA RINCONADA,S,S,S,N,N,N
2021,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAGANGUÉ,N,JUAN ARIAS,N,S,S,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO,N,SAN CRISTÓBAL,S,S,N,N,N,N
2023,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MARÍA LA BAJA,S,MARÍA LA BAJA,N,S,S,S,N,N
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ACHÍ,N,BOYACÁ,S,S,N,N,N,N
2021,3,AVANTEL S.A.S,BOLÍVAR,TIQUISIO,S,PUERTO RICO,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO DEL CAUCA,N,MÉJICO,S,N,N,N,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,LA PISTA,S,S,S,S,N,N
2023,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN PABLO,N,EL SOCORRO,N,N,N,S,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CATALINA,N,LOMA DE ARENA,S,S,N,N,N,N
2023,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,ARROYOHONDO,N,MACHADO,N,N,N,S,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,CEIBAL,S,S,N,N,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,PUERTO ISABEL,S,N,N,N,N,N
2021,4,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,SANTA CATALINA,S,SANTA CATALINA,N,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JUAN NEPOMUCENO,N,SAN PEDRO CONSOLADO,S,S,N,N,N,N
2023,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CARTAGENA,N,ARROYO DE PIEDRA,N,S,S,S,N,N
2023,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SANTA CATALINA,N,COLORADO,N,N,N,S,N,N
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SANTA CRUZ DE MOMPOX,S,MOMPÓS,S,S,S,S,N,N
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MARGARITA,S,MARGARITA,S,S,S,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,ARARCA,S,N,N,N,N,N
2023,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAGANGUÉ,N,PIÑALITO,N,N,N,S,N,N
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,PONTEZUELA,N,S,N,N,N,N
2022,1,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,SAN FERNANDO,S,SAN FERNANDO,N,S,S,N,N,N
2022,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CALAMAR,S,CALAMAR,S,S,S,S,N,N
2022,1,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,REGIDOR,N,PIÑAL,N,N,N,S,N,N
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ACHÍ,N,PUERTO VENECIA,S,S,S,S,N,N
2022,3,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,RÍO VIEJO,S,RÍO VIEJO,N,S,S,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,PUERTO REY,S,N,N,N,N,N
2022,2,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,SAN ESTANISLAO,S,SAN ESTANISLAO DE KOSTKA,N,S,S,S,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ALTOS DEL ROSARIO,N,LA PACHA,S,S,N,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,PUERTO VENECIA,N,N,N,N,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TURBANÁ,S,TURBANÁ,S,S,S,S,N,N
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MARGARITA,N,BOTÓN DE LEIVA,S,N,N,N,N,N
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CANTAGALLO,N,BRISAS DE BOLÍVAR,S,S,N,N,N,N
2022,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CICUCO,S,CICUCO,N,S,S,S,N,N
2022,1,AVANTEL S.A.S,BOLÍVAR,REGIDOR,S,REGIDOR,S,S,S,N,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SAN RAFAEL DE CORTINA,S,S,S,N,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAGANGUÉ,S,MAGANGUÉ,S,S,S,S,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,GUAIMARAL,N,N,N,S,N,N
2021,3,AVANTEL S.A.S,BOLÍVAR,ARROYOHONDO,S,ARROYOHONDO,S,S,S,N,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAGANGUÉ,N,BOCA DE GUAMAL,S,S,N,N,N,N
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAGANGUÉ,N,PLAYA DE LAS FLORES,S,N,N,N,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LOMA DE SIMÓN,S,N,N,N,N,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,BOCACHICA,S,N,N,N,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,BUENAVISTA,S,S,S,N,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,TOMA RAZÓN,S,S,S,N,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,DOÑA JUANA,S,S,N,N,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TURBACO,N,PUEBLO NUEVO,S,S,N,N,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TALAIGUA NUEVO,N,TALAIGUA VIEJO,S,S,N,N,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SIMITÍ,N,MONTERREY,S,S,S,S,N,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN MARTÍN DE LOBA,N,CHIMI,S,S,S,S,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,EL NÍSPERO,S,S,S,S,N,N
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN FERNANDO,S,SAN FERNANDO,S,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN JUAN NEPOMUCENO,N,SAN PEDRO CONSOLADO,S,N,N,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,N,BETANIA,S,N,N,N,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN CRISTÓBAL,S,SAN CRISTÓBAL,N,N,N,S,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN CRISTÓBAL,S,SAN CRISTÓBAL,S,S,S,S,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,ISLA FUERTE,S,S,S,S,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAHATES,N,MALAGANA,S,S,S,S,N,N
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN JUAN NEPOMUCENO,S,SAN JUAN NEPOMUCENO,S,S,S,S,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN ESTANISLAO,S,SAN ESTANISLAO DE KOSTKA,S,S,S,S,N,N
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TALAIGUA NUEVO,N,CAÑOHONDO,S,N,N,N,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TURBANÁ,S,TURBANÁ,S,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MARGARITA,N,BOTÓN DE LEIVA,S,N,N,N,N,N
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MARÍA LA BAJA,N,MARQUEZ,S,N,N,N,N,N
2022,1,AVANTEL S.A.S,BOLÍVAR,SAN JUAN NEPOMUCENO,S,SAN JUAN NEPOMUCENO,S,S,S,S,N,N
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MARGARITA,S,MARGARITA,S,S,S,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,BUENAVISTA,S,S,S,N,N,N
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TALAIGUA NUEVO,N,LADERA DE SAN MARTÍN,S,S,N,N,N,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,MACAYEPOS,S,S,S,S,N,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,SANTA LUCÍA,S,S,S,N,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,SANTA LUCÍA,S,S,S,N,N,N
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MARGARITA,N,SAN JOSÉ DE LOS TRAPICHES,S,N,N,N,N,N
2022,4,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,REGIDOR,N,PIÑAL,N,N,N,S,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARJONA,N,GAMBOTE,S,S,N,N,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ARJONA,N,SINCERÍN,S,N,N,N,N,N
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,ARROYO DE PIEDRA,S,S,S,N,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MONTECRISTO,S,MONTECRISTO,N,S,S,N,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CANTAGALLO,S,CANTAGALLO,S,S,S,N,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,MANZANILLO DEL MAR,S,S,S,S,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,BOTÓN DE LEIVA,S,S,S,S,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,SANTA ANA,S,N,N,N,N,N
2022,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CALAMAR,N,HATO VIEJO,S,S,N,N,N,N
2023,2,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,MARÍA LA BAJA,N,EL FLORIDO,N,N,N,S,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,VILLANUEVA,N,ZIPACOA,S,S,N,N,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN ESTANISLAO,S,SAN ESTANISLAO DE KOSTKA,S,S,S,S,N,N
2022,3,AVANTEL S.A.S,BOLÍVAR,TURBANÁ,S,TURBANÁ,S,S,S,S,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAHATES,N,SAN BASILIO DE PALENQUE,S,N,N,N,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MORALES,N,EL DIQUE,S,S,N,N,N,N
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MARÍA LA BAJA,N,EL SENA,S,N,N,N,N,N
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,HATILLO DE LOBA,N,CERRO DE LAS AGUADAS,S,N,N,N,N,N
2022,4,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,ALTOS DEL ROSARIO,S,ALTOS DEL ROSARIO,N,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,N,VESUBIO,S,S,N,N,N,N
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SIMITÍ,S,SIMITÍ,S,S,S,S,N,N
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,PUERTO BELLO,S,N,N,N,N,N
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,HATILLO DE LOBA,N,CERRO DE LAS AGUADAS,S,N,N,N,N,N
2022,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CÓRDOBA,S,CÓRDOBA,S,S,S,S,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,MUNGUIA,S,S,S,N,N,N
2023,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,ARJONA,S,ARJONA,N,S,S,S,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,LAS EUROPAS,S,S,S,S,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,S,PINILLOS,S,S,S,S,N,N
2021,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN JACINTO DEL CAUCA,S,SAN JACINTO DEL CAUCA,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAHATES,N,CRUZ DEL VIZO,S,S,S,S,N,N
2023,2,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,CARTAGENA,N,BAYUNCA,N,S,S,S,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN MARTÍN DE LOBA,N,CHIMI,S,S,S,N,N,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,CASCAJAL,S,S,N,N,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN ESTANISLAO,N,LAS PIEDRAS,S,S,S,S,N,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,GUAZO,S,S,N,N,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,S,MONTECRISTO,S,S,S,S,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO,N,SAN CRISTÓBAL,S,S,N,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CATALINA,S,SANTA CATALINA,S,S,S,N,S,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SITIO NUEVO,N,N,N,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,PUERTO REY,S,N,N,N,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,BOTÓN DE LEIVA,S,S,S,N,N,N
2021,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAHATES,N,MALAGANA,S,S,S,S,N,N
2021,4,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,HATILLO DE LOBA,S,HATILLO DE LOBA,N,S,S,N,N,N
2022,2,AVANTEL S.A.S,BOLÍVAR,TALAIGUA NUEVO,S,TALAIGUA NUEVO,S,S,S,S,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,MANPUJÁN,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,LAS BRISAS,S,S,N,N,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,EL NÍSPERO,S,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,S,CANTAGALLO,S,S,S,N,S,N
2022,2,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,SAN JACINTO,S,SAN JACINTO,N,S,S,S,N,N
2022,3,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,SIMITÍ,N,EL PIÑAL,N,N,N,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,TACUYALTA,N,N,N,N,N,N
2022,3,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,MORALES,N,LAS PAILAS,N,N,N,S,N,N
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MAGANGUÉ,N,JUAN ARIAS,N,S,S,N,N,N
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MAHATES,N,MALAGANA,S,S,S,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARJONA,N,SINCERÍN,S,S,S,N,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARJONA,N,GAMBOTE,S,S,N,N,N,N
2022,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MAHATES,N,MALAGANA,S,S,S,N,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,MADRID,S,S,N,N,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAHATES,N,EVITAR,S,S,S,N,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,MÚCURA,N,S,S,S,N,N
2022,3,AVANTEL S.A.S,BOLÍVAR,SAN CRISTÓBAL,S,SAN CRISTÓBAL,S,S,S,S,N,N
2021,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,ZAMBRANO,S,ZAMBRANO,S,S,S,S,N,N
2023,1,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,CARTAGENA,N,PONTEZUELA,N,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,CENTRO ALEGRE,S,S,N,N,N,N
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MONTECRISTO,S,MONTECRISTO,N,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,S,TALAIGUA NUEVO,S,S,S,N,S,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,N,PEÑÓN DE DURÁN,S,S,N,N,N,N
2021,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CANTAGALLO,S,CANTAGALLO,S,S,S,S,N,N
2023,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN JUAN NEPOMUCENO,S,SAN JUAN NEPOMUCENO,N,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,BARRANCO DE LOBA,S,BARRANCO DE LOBA,S,S,S,N,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,LA VENTURA,S,S,S,S,N,N
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TURBANÁ,S,TURBANÁ,S,S,S,S,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,RÍO VIEJO,N,CAIMITAL,S,N,N,N,N,N
2021,4,AVANTEL S.A.S,BOLÍVAR,TIQUISIO,S,PUERTO RICO,S,S,S,N,N,N
2021,2,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,MAGANGUÉ,S,MAGANGUÉ,N,S,S,N,N,N
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CALAMAR,N,BARRANCA NUEVA,S,N,N,N,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JUAN NEPOMUCENO,N,SAN PEDRO CONSOLADO,S,S,N,N,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAGANGUÉ,N,COYONGAL,S,N,N,N,N,N
2022,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN CRISTÓBAL,S,SAN CRISTÓBAL,S,S,S,S,N,N
2022,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,PINILLOS,S,PINILLOS,N,S,S,S,N,N
2021,4,AVANTEL S.A.S,BOLÍVAR,ZAMBRANO,S,ZAMBRANO,S,S,S,N,N,N
2022,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MORALES,S,MORALES,S,S,S,N,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL GUAMO,N,LA ENEA,S,N,N,N,N,N
2022,1,AVANTEL S.A.S,BOLÍVAR,ARJONA,S,ARJONA,S,S,S,S,N,N
2022,2,AVANTEL S.A.S,BOLÍVAR,TIQUISIO,S,PUERTO RICO,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL GUAMO,N,SAN JOSÉ DE LATA,S,N,N,N,N,N
2022,3,PARTNERS TELECOM COLOMBIA SAS,BOLÍVAR,BARRANCO DE LOBA,S,BARRANCO DE LOBA,N,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CLEMENCIA,S,CLEMENCIA,S,S,S,N,S,N
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CÓRDOBA,S,CÓRDOBA,S,S,S,S,N,N
